chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr17	78445442	-	CG	0.0833333333	60.00	5	60	NA	NA	0.0361199241	0.1806916847
chr17	78445555	+	CG	0.2307692308	13.00	3	13	NA	NA	0.0817937909	0.5025687400
chr17	78445556	-	CG	0.1860465116	43.00	8	43	NA	NA	0.0974163558	0.3261729324
chr17	78445583	+	CG	0.1428571429	21.00	3	21	NA	NA	0.0498092180	0.3463649415
chr17	78445584	-	CG	0.0476190476	42.00	2	42	NA	NA	0.0131572486	0.1579013532
chr17	78445594	+	CG	0.1666666667	24.00	4	24	NA	NA	0.0667856800	0.3585347039
chr17	78445595	-	CG	0.1463414634	41.00	6	41	NA	NA	0.0688415453	0.2844375527
chr17	78445610	+	CG	0.1379310345	29.00	4	29	NA	NA	0.0549735085	0.3055935771
chr17	78445611	-	CG	0.1590909091	44.00	7	44	NA	NA	0.0792657656	0.2936649056
chr17	78445639	+	CG	0.3448275862	29.00	10	29	NA	NA	0.1994050875	0.5265522349
chr17	78445640	-	CG	0.2608695652	46.00	12	46	NA	NA	0.1560073519	0.4025942981
chr17	78445644	+	CG	0.2142857143	28.00	6	28	NA	NA	0.1021232170	0.3953894708
chr17	78445645	-	CG	0.1914893617	47.00	9	47	NA	NA	0.1041581561	0.3254428006
chr17	78445732	+	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78445733	-	CG	0.0227272727	44.00	1	44	NA	NA	0.0040231484	0.1180797913
chr17	78445868	-	CG	0.1774193548	62.00	11	62	NA	NA	0.1020633343	0.2904180148
chr17	78445881	-	CG	0.0689655172	58.00	4	58	NA	NA	0.0271438076	0.1643389483
chr17	78445889	-	CG	0.1132075472	53.00	6	53	NA	NA	0.0529295891	0.2257677030
chr17	78445928	-	CG	0.1500000000	60.00	9	60	NA	NA	0.0809734924	0.2611482589
chr17	78446035	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78446036	-	CG	0.2280701754	57.00	13	57	NA	NA	0.1384176097	0.3520625881
chr17	78446075	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78446076	-	CG	0.1525423729	59.00	9	59	NA	NA	0.0823837109	0.2651822327
chr17	78446079	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78446080	-	CG	0.0677966102	59.00	4	59	NA	NA	0.0266781871	0.1617574988
chr17	78446121	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78446122	-	CG	0.0983606557	61.00	6	61	NA	NA	0.0458639514	0.1984483420
chr17	78446164	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78446165	-	CG	0.2205882353	68.00	15	68	NA	NA	0.1384889158	0.3325696352
chr17	78446178	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78446179	-	CG	0.1147540984	61.00	7	61	NA	NA	0.0567113064	0.2184453831
chr17	78446206	-	CG	0.1403508772	57.00	8	57	NA	NA	0.0728718923	0.2532470790
chr17	78446271	+	CG	0.8000000000	5.00	4	5	NA	NA	0.3755282641	0.9637768390
chr17	78446272	-	CG	0.5744680851	47.00	27	47	NA	NA	0.4328166877	0.7048658400
chr17	78446282	+	CG	0.5714285714	7.00	4	7	NA	NA	0.2504542304	0.8417830777
chr17	78446283	-	CG	0.3488372093	43.00	15	43	NA	NA	0.2241839875	0.4982849290
chr17	78446323	+	CG	0.0833333333	12.00	1	12	NA	NA	0.0148647095	0.3538859218
chr17	78446324	-	CG	0.0000000000	21.00	0	21	NA	NA	0.0000000000	0.1546438233
chr17	78446387	+	CG	0.0000000000	23.00	0	23	NA	NA	-0.0000000000	0.1431211254
chr17	78446388	-	CG	0.0000000000	15.00	0	15	NA	NA	-0.0000000000	0.2038892663
chr17	78446570	+	CG	0.0000000000	33.00	0	33	NA	NA	0.0000000000	0.1042734300
chr17	78446571	-	CG	0.0000000000	5.00	0	5	NA	NA	-0.0000000000	0.4344914948
chr17	78446635	+	CG	0.0645161290	31.00	2	31	NA	NA	0.0178744078	0.2071898832
chr17	78446636	-	CG	0.1176470588	17.00	2	17	NA	NA	0.0328790800	0.3433684250
chr17	78446718	+	CG	0.0000000000	29.00	0	29	NA	NA	0.0000000000	0.1169735945
chr17	78446719	-	CG	0.0312500000	32.00	1	32	NA	NA	0.0055377174	0.1574460780
chr17	78446742	+	CG	0.2272727273	22.00	5	22	NA	NA	0.1012289079	0.4344035606
chr17	78446743	-	CG	0.0625000000	32.00	2	32	NA	NA	0.0173102032	0.2014746725
chr17	78446749	+	CG	0.0000000000	19.00	0	19	NA	NA	0.0000000000	0.1681843654
chr17	78446750	-	CG	0.0571428571	35.00	2	35	NA	NA	0.0158128296	0.1860738074
chr17	78446759	+	CG	0.1250000000	16.00	2	16	NA	NA	0.0349767493	0.3602333144
chr17	78446760	-	CG	0.0000000000	35.00	0	35	NA	NA	0.0000000000	0.0989042676
chr17	78446781	+	CG	0.3846153846	13.00	5	13	NA	NA	0.1770944658	0.6447751903
chr17	78446782	-	CG	0.1333333333	45.00	6	45	NA	NA	0.0625706363	0.2617758224
chr17	78446932	+	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78446933	-	CG	0.2692307692	52.00	14	52	NA	NA	0.1676881004	0.4025247875
chr17	78446964	+	CG	0.0952380952	21.00	2	21	NA	NA	0.0265182088	0.2891458386
chr17	78446965	-	CG	0.1228070175	57.00	7	57	NA	NA	0.0607798300	0.2324668959
chr17	78446972	+	CG	0.0500000000	20.00	1	20	NA	NA	0.0088812194	0.2361358935
chr17	78446973	-	CG	0.0740740741	54.00	4	54	NA	NA	0.0291810553	0.1755435719
chr17	78446985	+	CG	0.1363636364	22.00	3	22	NA	NA	0.0474891726	0.3333541188
chr17	78446986	-	CG	0.1764705882	51.00	9	51	NA	NA	0.0957229573	0.3025440517
chr17	78447056	+	CG	0.3809523810	42.00	16	42	NA	NA	0.2499952090	0.5318623178
chr17	78447057	-	CG	0.2708333333	48.00	13	48	NA	NA	0.1656580356	0.4099723462
chr17	78447068	+	CG	0.1395348837	43.00	6	43	NA	NA	0.0655563427	0.2726387659
chr17	78447069	-	CG	0.1086956522	46.00	5	46	NA	NA	0.0473307608	0.2303810301
chr17	78447077	+	CG	0.1428571429	42.00	6	42	NA	NA	0.0671587568	0.2784138235
chr17	78447078	-	CG	0.0000000000	44.00	0	44	NA	NA	0.0000000000	0.0802983178
chr17	78447090	+	CG	0.0217391304	46.00	1	46	NA	NA	0.0038477551	0.1133555449
chr17	78447091	-	CG	0.1063829787	47.00	5	47	NA	NA	0.0463040996	0.2259453969
chr17	78447105	+	CG	0.0204081633	49.00	1	49	NA	NA	0.0036115795	0.1069376847
chr17	78447106	-	CG	0.0600000000	50.00	3	50	NA	NA	0.0206145964	0.1621734337
chr17	78447110	+	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78447111	-	CG	0.0000000000	46.00	0	46	NA	NA	-0.0000000000	0.0770761773
chr17	78447143	+	CG	0.0612244898	49.00	3	49	NA	NA	0.0210397650	0.1652074342
chr17	78447144	-	CG	0.0540540541	37.00	2	37	NA	NA	0.0149506628	0.1770496506
chr17	78447193	+	CG	0.0000000000	55.00	0	55	NA	NA	0.0000000000	0.0652871438
chr17	78447194	-	CG	0.0000000000	24.00	0	24	NA	NA	0.0000000000	0.1379805758
chr17	78447229	+	CG	0.0816326531	49.00	4	49	NA	NA	0.0322022962	0.1918938704
chr17	78447230	-	CG	0.1250000000	24.00	3	24	NA	NA	0.0434425504	0.3100428815
chr17	78447248	+	CG	0.0000000000	53.00	0	53	NA	NA	-0.0000000000	0.0675843045
chr17	78447249	-	CG	0.0000000000	32.00	0	32	NA	NA	0.0000000000	0.1071827151
chr17	78447278	+	CG	0.0357142857	56.00	2	56	NA	NA	0.0098492185	0.1211900585
chr17	78447279	-	CG	0.0285714286	35.00	1	35	NA	NA	0.0050613614	0.1453340909
chr17	78447292	+	CG	0.0714285714	56.00	4	56	NA	NA	0.0281255812	0.1697568283
chr17	78447293	-	CG	0.0606060606	33.00	2	33	NA	NA	0.0167805304	0.1960658172
chr17	78447310	+	CG	0.0212765957	47.00	1	47	NA	NA	0.0037656710	0.1111323652
chr17	78447311	-	CG	0.1111111111	36.00	4	36	NA	NA	0.0440656891	0.2531512902
chr17	78447334	+	CG	0.1020408163	49.00	5	49	NA	NA	0.0443788925	0.2175662416
chr17	78447335	-	CG	0.0277777778	36.00	1	36	NA	NA	0.0049202803	0.1417003374
chr17	78447352	+	CG	0.0800000000	50.00	4	50	NA	NA	0.0315490033	0.1883850255
chr17	78447353	-	CG	0.0666666667	30.00	2	30	NA	NA	0.0184766353	0.2132381772
chr17	78447370	+	CG	0.0769230769	52.00	4	52	NA	NA	0.0303188543	0.1817381068
chr17	78447371	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78447377	+	CG	0.0769230769	52.00	4	52	NA	NA	0.0303188543	0.1817381068
chr17	78447378	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78447476	+	CG	0.0408163265	49.00	2	49	NA	NA	0.0112653969	0.1371328348
chr17	78447477	-	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78447553	+	CG	0.2195121951	41.00	9	41	NA	NA	0.1200304016	0.3670530210
chr17	78447554	-	CG	0.2000000000	10.00	2	10	NA	NA	0.0566809480	0.5098431533
chr17	78447585	+	CG	0.0487804878	41.00	2	41	NA	NA	0.0134806623	0.1613926696
chr17	78447586	-	CG	0.1333333333	15.00	2	15	NA	NA	0.0373604699	0.3788249921
chr17	78447633	+	CG	0.5641025641	39.00	22	39	NA	NA	0.4097542347	0.7069547584
chr17	78447634	-	CG	0.6666666667	21.00	14	21	NA	NA	0.4537307566	0.8280546357
chr17	78447658	+	CG	0.5428571429	35.00	19	35	NA	NA	0.3818945134	0.6953422637
chr17	78447659	-	CG	0.2592592593	27.00	7	27	NA	NA	0.1317020842	0.4467893040
chr17	78447679	+	CG	0.0967741935	31.00	3	31	NA	NA	0.0334640361	0.2490029000
chr17	78447680	-	CG	0.1052631579	38.00	4	38	NA	NA	0.0417018979	0.2413083120
chr17	78447699	+	CG	0.3913043478	23.00	9	23	NA	NA	0.2215737798	0.5921482040
chr17	78447700	-	CG	0.2500000000	40.00	10	40	NA	NA	0.1418696790	0.4019425907
chr17	78447736	+	CG	0.1818181818	11.00	2	11	NA	NA	0.0513666007	0.4769861376
chr17	78447737	-	CG	0.2592592593	54.00	14	54	NA	NA	0.1611850796	0.3893114488
chr17	78447917	+	CG	0.1666666667	6.00	1	6	NA	NA	0.0300525859	0.5635094366
chr17	78447918	-	CG	0.1320754717	53.00	7	53	NA	NA	0.0654777020	0.2484050881
chr17	78447952	+	CG	0.0000000000	5.00	0	5	NA	NA	-0.0000000000	0.4344914948
chr17	78447953	-	CG	0.0434782609	46.00	2	46	NA	NA	0.0120051936	0.1453252292
chr17	78448045	-	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78448058	-	CG	0.1489361702	47.00	7	47	NA	NA	0.0740662609	0.2768589657
chr17	78448064	-	CG	0.0000000000	47.00	0	47	NA	NA	0.0000000000	0.0755601712
chr17	78448212	+	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78448213	-	CG	0.0930232558	43.00	4	43	NA	NA	0.0367710451	0.2160298840
chr17	78448285	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78448286	-	CG	0.0000000000	47.00	0	47	NA	NA	0.0000000000	0.0755601712
chr17	78448363	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78448364	-	CG	0.1304347826	23.00	3	23	NA	NA	0.0453757651	0.3212789797
chr17	78448429	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78448430	-	CG	0.1714285714	35.00	6	35	NA	NA	0.0810252994	0.3268260764
chr17	78448455	-	CG	0.0000000000	48.00	0	48	NA	NA	0.0000000000	0.0741026512
chr17	78448548	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78448549	-	CG	0.0370370370	54.00	2	54	NA	NA	0.0102161536	0.1253540934
chr17	78448560	+	CG	0.0000000000	2.00	0	2	NA	NA	0.0000000000	0.6576280471
chr17	78448561	-	CG	0.0208333333	48.00	1	48	NA	NA	0.0036870160	0.1089946914
chr17	78448577	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78448578	-	CG	0.0222222222	45.00	1	45	NA	NA	0.0039334975	0.1156694639
chr17	78448590	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78448591	-	CG	0.0000000000	38.00	0	38	NA	NA	0.0000000000	0.0918129326
chr17	78448595	+	CG	0.0000000000	1.00	0	1	NA	NA	0.0000000000	0.7934567085
chr17	78448596	-	CG	0.0000000000	39.00	0	39	NA	NA	0.0000000000	0.0896698536
chr17	78448640	+	CG	0.1428571429	7.00	1	7	NA	NA	0.0256789559	0.5131345033
chr17	78448641	-	CG	0.0285714286	35.00	1	35	NA	NA	0.0050613614	0.1453340909
chr17	78448663	+	CG	0.0714285714	14.00	1	14	NA	NA	0.0127218861	0.3146926955
chr17	78448664	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78448675	+	CG	0.0588235294	17.00	1	17	NA	NA	0.0104601306	0.2698254520
chr17	78448676	-	CG	0.0434782609	23.00	1	23	NA	NA	0.0077164670	0.2099158649
chr17	78448827	+	CG	0.1060606061	66.00	7	66	NA	NA	0.0523328077	0.2031252574
chr17	78448828	-	CG	0.1666666667	6.00	1	6	NA	NA	0.0300525859	0.5635094366
chr17	78448842	+	CG	0.1029411765	68.00	7	68	NA	NA	0.0507651268	0.1975812352
chr17	78448843	-	CG	0.1250000000	8.00	1	8	NA	NA	0.0224169089	0.4708948058
chr17	78448870	+	CG	0.1212121212	66.00	8	66	NA	NA	0.0627177070	0.2213765863
chr17	78448871	-	CG	0.2727272727	11.00	3	11	NA	NA	0.0974588057	0.5656502930
chr17	78448875	+	CG	0.1166666667	60.00	7	60	NA	NA	0.0576764740	0.2217902060
chr17	78448876	-	CG	0.2500000000	12.00	3	12	NA	NA	0.0889400396	0.5323103391
chr17	78448882	+	CG	0.1076923077	65.00	7	65	NA	NA	0.0531535443	0.2060153303
chr17	78448883	-	CG	0.2000000000	10.00	2	10	NA	NA	0.0566809480	0.5098431533
chr17	78448888	+	CG	0.1129032258	62.00	7	62	NA	NA	0.0557779269	0.2151996921
chr17	78448889	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78448917	+	CG	0.0597014925	67.00	4	67	NA	NA	0.0234589714	0.1436970499
chr17	78448918	-	CG	0.1818181818	11.00	2	11	NA	NA	0.0513666007	0.4769861376
chr17	78448976	+	CG	0.1346153846	52.00	7	52	NA	NA	0.0667679699	0.2527357692
chr17	78448977	-	CG	0.0000000000	8.00	0	8	NA	NA	0.0000000000	0.3244156195
chr17	78449033	+	CG	0.0000000000	35.00	0	35	NA	NA	0.0000000000	0.0989042676
chr17	78449034	-	CG	0.0000000000	3.00	0	3	NA	NA	0.0000000000	0.5615060804
chr17	78449131	+	CG	0.2058823529	34.00	7	34	NA	NA	0.1034939602	0.3679871611
chr17	78449132	-	CG	0.3333333333	3.00	1	3	NA	NA	0.0614903153	0.7923450449
chr17	78449162	+	CG	0.3235294118	34.00	11	34	NA	NA	0.1913145133	0.4915741595
chr17	78449163	-	CG	0.3333333333	3.00	1	3	NA	NA	0.0614903153	0.7923450449
chr17	78449177	+	CG	0.2777777778	36.00	10	36	NA	NA	0.1584817003	0.4399280022
chr17	78449178	-	CG	0.3333333333	6.00	2	6	NA	NA	0.0967693326	0.7000116787
chr17	78449198	+	CG	0.1315789474	38.00	5	38	NA	NA	0.0575378288	0.2732717005
chr17	78449199	-	CG	0.3333333333	9.00	3	9	NA	NA	0.1205815987	0.6458026525
chr17	78449203	+	CG	0.4324324324	37.00	16	37	NA	NA	0.2867148684	0.5908609367
chr17	78449204	-	CG	0.5000000000	12.00	6	12	NA	NA	0.2537781704	0.7462218296
chr17	78449245	+	CG	0.2500000000	48.00	12	48	NA	NA	0.1492048881	0.3878464375
chr17	78449246	-	CG	0.2272727273	22.00	5	22	NA	NA	0.1012289079	0.4344035606
chr17	78449251	+	CG	0.2765957447	47.00	13	47	NA	NA	0.1693640599	0.4175883570
chr17	78449252	-	CG	0.1739130435	23.00	4	23	NA	NA	0.0697854035	0.3713805479
chr17	78449262	+	CG	0.3043478261	46.00	14	46	NA	NA	0.1907967081	0.4480591874
chr17	78449263	-	CG	0.3200000000	25.00	8	25	NA	NA	0.1720498752	0.5159008627
chr17	78449289	+	CG	0.2040816327	49.00	10	49	NA	NA	0.1148172704	0.3363727011
chr17	78449290	-	CG	0.2666666667	30.00	8	30	NA	NA	0.1418249555	0.4444830204
chr17	78449317	+	CG	0.2173913043	46.00	10	46	NA	NA	0.1226077462	0.3557396584
chr17	78449318	-	CG	0.2647058824	34.00	9	34	NA	NA	0.1460102754	0.4311746216
chr17	78449323	+	CG	0.3043478261	46.00	14	46	NA	NA	0.1907967081	0.4480591874
chr17	78449324	-	CG	0.2571428571	35.00	9	35	NA	NA	0.1416286873	0.4206962427
chr17	78449331	+	CG	0.2173913043	46.00	10	46	NA	NA	0.1226077462	0.3557396584
chr17	78449332	-	CG	0.2647058824	34.00	9	34	NA	NA	0.1460102754	0.4311746216
chr17	78449353	+	CG	0.0425531915	47.00	2	47	NA	NA	0.0117480294	0.1424878719
chr17	78449354	-	CG	0.0285714286	35.00	1	35	NA	NA	0.0050613614	0.1453340909
chr17	78449359	+	CG	0.2826086957	46.00	13	46	NA	NA	0.1732404154	0.4254883573
chr17	78449360	-	CG	0.3611111111	36.00	13	36	NA	NA	0.2247538679	0.5242521961
chr17	78449377	+	CG	0.3181818182	44.00	14	44	NA	NA	0.1999912993	0.4655717253
chr17	78449378	-	CG	0.3823529412	34.00	13	34	NA	NA	0.2389996485	0.5495928000
chr17	78449383	+	CG	0.2926829268	41.00	12	41	NA	NA	0.1760901763	0.4447975708
chr17	78449384	-	CG	0.2368421053	38.00	9	38	NA	NA	0.1299356150	0.3920711917
chr17	78449424	+	CG	0.1489361702	47.00	7	47	NA	NA	0.0740662609	0.2768589657
chr17	78449425	-	CG	0.2647058824	34.00	9	34	NA	NA	0.1460102754	0.4311746216
chr17	78449452	+	CG	0.0384615385	52.00	2	52	NA	NA	0.0106114883	0.1298142874
chr17	78449453	-	CG	0.0000000000	26.00	0	26	NA	NA	0.0000000000	0.1287330438
chr17	78449508	+	CG	0.0185185185	54.00	1	54	NA	NA	0.0032764033	0.0977166536
chr17	78449509	-	CG	0.2500000000	8.00	2	8	NA	NA	0.0714776889	0.5907301209
chr17	78449522	+	CG	0.0350877193	57.00	2	57	NA	NA	0.0096754614	0.1192100380
chr17	78449523	-	CG	0.1818181818	11.00	2	11	NA	NA	0.0513666007	0.4769861376
chr17	78449535	+	CG	0.0175438596	57.00	1	57	NA	NA	0.0031035847	0.0929096694
chr17	78449536	-	CG	0.0833333333	12.00	1	12	NA	NA	0.0148647095	0.3538859218
chr17	78449550	+	CG	0.0303030303	66.00	2	66	NA	NA	0.0083497351	0.1039271887
chr17	78449551	-	CG	0.2727272727	11.00	3	11	NA	NA	0.0974588057	0.5656502930
chr17	78449557	+	CG	0.0333333333	60.00	2	60	NA	NA	0.0091891265	0.1136398753
chr17	78449558	-	CG	0.2307692308	13.00	3	13	NA	NA	0.0817937909	0.5025687400
chr17	78449562	+	CG	0.0163934426	61.00	1	61	NA	NA	0.0028996561	0.0871906563
chr17	78449563	-	CG	0.2307692308	13.00	3	13	NA	NA	0.0817937909	0.5025687400
chr17	78449564	+	CG	0.0303030303	66.00	2	66	NA	NA	0.0083497351	0.1039271887
chr17	78449565	-	CG	0.2307692308	13.00	3	13	NA	NA	0.0817937909	0.5025687400
chr17	78449571	+	CG	0.0289855072	69.00	2	69	NA	NA	0.0079850352	0.0996677346
chr17	78449572	-	CG	0.2500000000	12.00	3	12	NA	NA	0.0889400396	0.5323103391
chr17	78449585	+	CG	0.0579710145	69.00	4	69	NA	NA	0.0227720203	0.1397944252
chr17	78449586	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78449587	+	CG	0.0579710145	69.00	4	69	NA	NA	0.0227720203	0.1397944252
chr17	78449588	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78449590	+	CG	0.0625000000	64.00	4	64	NA	NA	0.0245708037	0.1499769664
chr17	78449591	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78449592	+	CG	0.0757575758	66.00	5	66	NA	NA	0.0327915541	0.1653940545
chr17	78449593	-	CG	0.1000000000	10.00	1	10	NA	NA	0.0178757495	0.4041563855
chr17	78449606	+	CG	0.0895522388	67.00	6	67	NA	NA	0.0416903829	0.1819296370
chr17	78449607	-	CG	0.1111111111	9.00	1	9	NA	NA	0.0198903713	0.4350062148
chr17	78449612	+	CG	0.0606060606	66.00	4	66	NA	NA	0.0238182293	0.1457311510
chr17	78449613	-	CG	0.1111111111	9.00	1	9	NA	NA	0.0198903713	0.4350062148
chr17	78449618	+	CG	0.0468750000	64.00	3	64	NA	NA	0.0160687254	0.1289986079
chr17	78449619	-	CG	0.0000000000	11.00	0	11	NA	NA	0.0000000000	0.2588400172
chr17	78449639	+	CG	0.1320754717	53.00	7	53	NA	NA	0.0654777020	0.2484050881
chr17	78449640	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449647	+	CG	0.1176470588	51.00	6	51	NA	NA	0.0550499876	0.2338110230
chr17	78449648	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449650	+	CG	0.1200000000	50.00	6	50	NA	NA	0.0561752371	0.2380507889
chr17	78449651	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449652	+	CG	0.1176470588	51.00	6	51	NA	NA	0.0550499876	0.2338110230
chr17	78449653	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449660	+	CG	0.1400000000	50.00	7	50	NA	NA	0.0695074526	0.2618645720
chr17	78449661	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449666	+	CG	0.1276595745	47.00	6	47	NA	NA	0.0598452278	0.2517421337
chr17	78449667	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449668	+	CG	0.1590909091	44.00	7	44	NA	NA	0.0792657656	0.2936649056
chr17	78449669	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449679	+	CG	0.1860465116	43.00	8	43	NA	NA	0.0974163558	0.3261729324
chr17	78449680	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449683	+	CG	0.2272727273	44.00	10	44	NA	NA	0.1284181083	0.3699264287
chr17	78449684	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449691	+	CG	0.2000000000	45.00	9	45	NA	NA	0.1089600440	0.3382325131
chr17	78449692	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449693	+	CG	0.2250000000	40.00	9	40	NA	NA	0.1231595325	0.3750339640
chr17	78449694	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449695	+	CG	0.1904761905	42.00	8	42	NA	NA	0.0998188961	0.3330106735
chr17	78449696	-	CG	0.0000000000	11.00	0	11	NA	NA	0.0000000000	0.2588400172
chr17	78449704	+	CG	0.2340425532	47.00	11	47	NA	NA	0.1360313642	0.3722453226
chr17	78449705	-	CG	0.0000000000	10.00	0	10	NA	NA	-0.0000000000	0.2775401688
chr17	78449710	+	CG	0.1739130435	46.00	8	46	NA	NA	0.0908568357	0.3072363234
chr17	78449711	-	CG	0.0000000000	9.00	0	9	NA	NA	0.0000000000	0.2991527536
chr17	78449725	+	CG	0.1960784314	51.00	10	51	NA	NA	0.1101522484	0.3245834267
chr17	78449726	-	CG	0.0000000000	6.00	0	6	NA	NA	0.0000000000	0.3903430337
chr17	78449736	+	CG	0.2391304348	46.00	11	46	NA	NA	0.1391203656	0.3793541617
chr17	78449737	-	CG	0.0000000000	5.00	0	5	NA	NA	-0.0000000000	0.4344914948
chr17	78449759	+	CG	0.1764705882	51.00	9	51	NA	NA	0.0957229573	0.3025440517
chr17	78449760	-	CG	0.0769230769	13.00	1	13	NA	NA	0.0137100664	0.3331453393
chr17	78449763	+	CG	0.2115384615	52.00	11	52	NA	NA	0.1224424585	0.3403236514
chr17	78449764	-	CG	0.0714285714	14.00	1	14	NA	NA	0.0127218861	0.3146926955
chr17	78449768	+	CG	0.1818181818	55.00	10	55	NA	NA	0.1018756145	0.3033071134
chr17	78449769	-	CG	0.0666666667	15.00	1	15	NA	NA	0.0118665886	0.2981707755
chr17	78449780	+	CG	0.1428571429	56.00	8	56	NA	NA	0.0742070004	0.2573616742
chr17	78449781	-	CG	0.0500000000	20.00	1	20	NA	NA	0.0088812194	0.2361358935
chr17	78449786	+	CG	0.1147540984	61.00	7	61	NA	NA	0.0567113064	0.2184453831
chr17	78449787	-	CG	0.0454545455	22.00	1	22	NA	NA	0.0080692193	0.2179848950
chr17	78449792	+	CG	0.1406250000	64.00	9	64	NA	NA	0.0757848701	0.2461650839
chr17	78449793	-	CG	0.0000000000	22.00	0	22	NA	NA	0.0000000000	0.1486595257
chr17	78449794	+	CG	0.1147540984	61.00	7	61	NA	NA	0.0567113064	0.2184453831
chr17	78449795	-	CG	0.0769230769	26.00	2	26	NA	NA	0.0213546392	0.2414194748
chr17	78449796	+	CG	0.1694915254	59.00	10	59	NA	NA	0.0947573786	0.2846346165
chr17	78449797	-	CG	0.0714285714	28.00	2	28	NA	NA	0.0198116474	0.2264573843
chr17	78449798	+	CG	0.1525423729	59.00	9	59	NA	NA	0.0823837109	0.2651822327
chr17	78449799	-	CG	0.1333333333	30.00	4	30	NA	NA	0.0530956942	0.2968168394
chr17	78449805	+	CG	0.1636363636	55.00	9	55	NA	NA	0.0885532056	0.2826399639
chr17	78449806	-	CG	0.1388888889	36.00	5	36	NA	NA	0.0608172536	0.2865985128
chr17	78449819	+	CG	0.1639344262	61.00	10	61	NA	NA	0.0915591349	0.2761307432
chr17	78449820	-	CG	0.1000000000	40.00	4	40	NA	NA	0.0395788876	0.2305207438
chr17	78449830	+	CG	0.1538461538	65.00	10	65	NA	NA	0.0857700206	0.2605554570
chr17	78449831	-	CG	0.1052631579	38.00	4	38	NA	NA	0.0417018979	0.2413083120
chr17	78449847	+	CG	0.1875000000	64.00	12	64	NA	NA	0.1106453488	0.2997459155
chr17	78449848	-	CG	0.1041666667	48.00	5	48	NA	NA	0.0453210509	0.2216768813
chr17	78449860	+	CG	0.2031250000	64.00	13	64	NA	NA	0.1227330256	0.3171386755
chr17	78449861	-	CG	0.0980392157	51.00	5	51	NA	NA	0.0426074450	0.2097848995
chr17	78449865	+	CG	0.2121212121	66.00	14	66	NA	NA	0.1307786688	0.3251329942
chr17	78449866	-	CG	0.1346153846	52.00	7	52	NA	NA	0.0667679699	0.2527357692
